"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CBZ","CBIZ, Inc.","24.01","$1.31B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cbz",
"CBL","CBL & Associates Properties, Inc.","0.1831","$35.53M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cbl",
"CBL^D","CBL & Associates Properties, Inc.","0.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbl^d",
"CBL^E","CBL & Associates Properties, Inc.","0.6999","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbl^e",
"CBO","CBO (Listing Market - NYSE - Networks A/E)","13.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbo",
"IGR","CBRE Clarion Global Real Estate Income Fund","6.14","$715.87M","2004","n/a","n/a","https://old.nasdaq.com/symbol/igr",
"CBRE","CBRE Group, Inc.","48.22","$16.17B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cbre",
"CBX","CBX (Listing Market NYSE Networks AE","1.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbx",
"PCPL","CC Neuberger Principal Holdings I","10.2","$578.85M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/pcpl",
"PCPL.U","CC Neuberger Principal Holdings I","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/pcpl.u",
"PCPL.WS","CC Neuberger Principal Holdings I","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcpl.ws",
"PRPB.U","CC Neuberger Principal Holdings II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/prpb.u",
"FUN","Cedar Fair, L.P.","29.25","$1.66B","1987","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/fun",
"CDR","Cedar Realty Trust, Inc.","0.87","$77.72M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdr",
"CDR^B","Cedar Realty Trust, Inc.","19.539","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdr^b",
"CDR^C","Cedar Realty Trust, Inc.","17.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdr^c",
"CE","Celanese Corporation","106.18","$12.56B","2005","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ce",
"CLS","Celestica, Inc.","7.58","$978.23M","1998","Technology","Electrical Products","https://old.nasdaq.com/symbol/cls",
"CELG~","Celgene Corporation","0.4491","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/celg~",
"CEL","Cellcom Israel, Ltd.","3.17","$474.26M","2007","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cel",
"CPAC","Cementos Pacasmayo S.A.A.","7.9","$676.41M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cpac",
"CX","Cemex S.A.B. de C.V.","3.18","$4.8B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cx",
"CVE","Cenovus Energy Inc","4.65","$5.71B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cve",
"CNC","Centene Corporation","59.67","$34.58B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cnc",
"CEN","Center Coast Brookfield MLP & Energy Infrastructur","8.15","$401.51M","2013","n/a","n/a","https://old.nasdaq.com/symbol/cen",
"CNP","CenterPoint Energy, Inc.","19.87","$10.83B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cnp",
"CNP^B","CenterPoint Energy, Inc.","37.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cnp^b",
"EBR","Centrais Electricas Brasileiras S.A.- Eletrobras","6.87","$10.78B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ebr",
"EBR.B","Centrais Electricas Brasileiras S.A.- Eletrobras","n/a","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/ebr.b",
"CEPU","Central Puerto S.A.","2.46","$372.45M","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cepu",
"CCS","Century Communities, Inc.","36.17","$1.21B","2014","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/ccs",
"CTL","CenturyLink, Inc.","10.76","$11.81B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctl",
"CDAY","Ceridian HCM Holding Inc.","72.66","$10.68B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cday",
"CF","CF Industries Holdings, Inc.","33.18","$7.1B","2005","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cf",
"GIB","CGI Inc.","69.66","$18.06B","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/gib",
"CHX","ChampionX Corporation","10.11","$2.02B","2018","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/chx",
"ECOM          ","ChannelAdvisor Corporation","14.48","$415.35M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ecom",
"CHRA","Charah Solutions, Inc.","2.99","$89.66M","2018","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/chra",
"CRL","Charles River Laboratories International, Inc.","204.64","$10.17B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/crl",
"CLDT","Chatham Lodging Trust (REIT)","7.91","$371.52M","2010","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cldt",
"CMCM","Cheetah Mobile Inc.","1.99","$278.22M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cmcm",
"CHGG","Chegg, Inc.","67.94","$8.73B","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/chgg",
"CHE","Chemed Corp.","496.67","$7.91B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/che",
"CC","Chemours Company (The)","20.89","$3.43B","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cc",
"CHMI","Cherry Hill Mortgage Investment Corporation","9.48","$161.89M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chmi",
"CHMI^A","Cherry Hill Mortgage Investment Corporation","23.3933","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chmi^a",
"CHMI^B","Cherry Hill Mortgage Investment Corporation","21.1799","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chmi^b",
"CPK","Chesapeake Utilities Corporation","81.04","$1.34B","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/cpk",
"CVX","Chevron Corporation","81.93","$152.99B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cvx",
"CHWY","Chewy, Inc.","61.18","$24.57B","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/chwy",
"CHS","Chico&#39;s FAS, Inc.","1.22","$146.27M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/chs",
"CIM","Chimera Investment Corporation","8.65","$2.01B","2007","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cim",
"CIM^A","Chimera Investment Corporation","23.089","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^a",
"CIM^B","Chimera Investment Corporation","21.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^b",
"CIM^C","Chimera Investment Corporation","20.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^c",
"CIM^D","Chimera Investment Corporation","21.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^d",
"DL","China Distance Education Holdings Limited","9.22","$311.91M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dl",
"CEA","China Eastern Airlines Corporation Ltd.","20.85","$6.83B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cea",
"CHN","China Fund, Inc. (The)","26.0499","$272.94M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chn",
"CGA","China Green Agriculture, Inc.","2.49","$15.81M","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cga",
"LFC","China Life Insurance Company Limited","11.85","$66.99B","2003","Finance","Life Insurance","https://old.nasdaq.com/symbol/lfc",
"CHL","China Mobile (Hong Kong) Ltd.","34.36","$140.71B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chl",
"COE","China Online Education Group","19.38","$414.88M","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/coe",
"SNP","China Petroleum & Chemical Corporation","43.96","$53.22B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/snp",
"ZNH","China Southern Airlines Company Limited","28.04","$8.6B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/znh",
"CHA","China Telecom Corp Ltd","32.55","$26.34B","2002","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","6.87","$21.02B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chu",
"CYD","China Yuchai International Limited","16.56","$676.61M","1994","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cyd",
"CMG","Chipotle Mexican Grill, Inc.","1313.73","$36.74B","2006","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cmg",
"CHH","Choice Hotels International, Inc.","100.98","$5.59B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/chh",
"CB","Chubb Limited","125.56","$56.67B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cb",
"CHT","Chunghwa Telecom Co., Ltd.","36.51","$28.32B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cht",
"CHD","Church & Dwight Company, Inc.","93.3","$23.07B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/chd",
"CCX","Churchill Capital Corp II","10.71","$923.74M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ccx",
"CCX.U","Churchill Capital Corp II","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/ccx.u",
"CCX.WS","Churchill Capital Corp II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccx.ws",
"CCXX","Churchill Capital Corp III","11","$1.51B","2020","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ccxx",
"CCXX.U","Churchill Capital Corp III","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccxx.u",
"CCXX.WS","Churchill Capital Corp III","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccxx.ws",
"CCIV.U","Churchill Capital Corp IV","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cciv.u",
"CIEN","Ciena Corporation","44.28","$6.8B","1997","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cien",
"CI","Cigna Corporation","178.61","$65.59B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/ci",
"XEC","Cimarex Energy Co","26.91","$2.75B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/xec",
"CBB","Cincinnati Bell Inc","15.11","$765.78M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cbb",
"CBB^B","Cincinnati Bell Inc","49.0585","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbb^b",
"CNK","Cinemark Holdings Inc","15.84","$1.86B","2007","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cnk",
"CINR","Ciner Resources LP","10.25","$202.62M","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cinr",
"CIR","CIRCOR International, Inc.","29.07","$581.32M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cir",
"CIT","CIT Group Inc (DEL)","20.42","$2.01B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cit",
"CIT^B","CIT Group Inc (DEL)","23.1035","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cit^b",
"CCAC","CITIC Capital Acquisition Corp.","9.84","$339.48M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ccac",
"CCAC.U","CITIC Capital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccac.u",
"CCAC.WS","CITIC Capital Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccac.ws",
"BLW","Citigroup Inc.","15.02","$536.99M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","52.52","$109.34B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c",
"C^J","Citigroup Inc.","28.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^j",
"C^K","Citigroup Inc.","28.04","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^k",
"C^N","Citigroup Inc.","27.02","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^n",
"C^S","Citigroup Inc.","25.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^s",
"CFG","Citizens Financial Group, Inc.","27.36","$11.68B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/cfg",
"CFG^D","Citizens Financial Group, Inc.","27.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^d",
"CFG^E","Citizens Financial Group, Inc.","25.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^e",
"CIA","Citizens, Inc.","6.13","$308.69M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/cia",
"CIO","City Office REIT, Inc.","8.07","$350.21M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cio",
"CIO^A","City Office REIT, Inc.","24.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cio^a",
"CVEO","Civeo Corporation","0.8887","$151.59M","2014","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cveo",
"CCC","Clarivate Plc","27.97","$10.83B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/ccc",
"CLH","Clean Harbors, Inc.","57.39","$3.19B","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/clh",
"CCO","Clear Channel Outdoor Holdings, Inc.","1.23","$574.81M","2005","Consumer Services","Advertising","https://old.nasdaq.com/symbol/cco",
"EMO","ClearBridge Energy Midstream Opportunity Fund Inc.","10.95","$157.05M","2011","n/a","n/a","https://old.nasdaq.com/symbol/emo",
"CEM","ClearBridge MLP and Midstream Fund Inc.","13.78","$194.06M","2010","n/a","n/a","https://old.nasdaq.com/symbol/cem",
"CTR","ClearBridge MLP and Midstream Total Return Fund In","12.21","$93.77M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ctr",
"CLW","Clearwater Paper Corporation","32.67","$541.4M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/clw",
"CWEN","Clearway Energy, Inc.","23.9","$4.8B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cwen",
"CWEN.A","Clearway Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cwen.a",
"CLF","Cleveland-Cliffs Inc.","6.59","$2.63B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/clf",
"CLPR","Clipper Realty Inc.","6.59","$117.4M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clpr",
"CLX","Clorox Company (The)","212.52","$26.82B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/clx",
"CLDR","Cloudera, Inc.","11.22","$3.31B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cldr",
"NET","Cloudflare, Inc.","34.77","$10.63B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/net",
"CMS","CMS Energy Corporation","61.66","$17.65B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","107.45","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","26.63","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsa",
"CMSC","CMS Energy Corporation","27.34","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsc",
"CMSD","CMS Energy Corporation","27.55","n/a","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsd",
"CNA","CNA Financial Corporation","32.02","$8.69B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cna",
"CNF","CNFinance Holdings Limited","3.56","$244.15M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cnf",
"CNHI","CNH Industrial N.V.","8.26","$11.16B","2013","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cnhi",
"CNO","CNO Financial Group, Inc.","17.27","$2.45B","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/cno",
"CEO","CNOOC Limited","106.64","$47.61B","2001","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ceo",
"CNXM","CNX Midstream Partners LP","9.23","$828.85M","2014","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/cnxm",
"CNX","CNX Resources Corporation","10.53","$1.97B","1999","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cnx",
"KOF","Coca Cola Femsa S.A.B. de C.V.","41.33","$8.68B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kof",
"KO","Coca-Cola Company (The)","51.04","$219.24B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ko",
"CCEP","Coca-Cola European Partners plc","44.34","$20.15B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccep",
"CDE","Coeur Mining, Inc.","7.7","$1.88B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/cde",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","11.6","$315.85M","2006","n/a","n/a","https://old.nasdaq.com/symbol/fof",
"CNS","Cohen & Steers Inc","60.12","$2.87B","2004","Finance","Investment Managers","https://old.nasdaq.com/symbol/cns",
"UTF","Cohen & Steers Infrastructure Fund, Inc","23.06","$2.16B","2004","n/a","n/a","https://old.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","23.87","$689.08M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ldp",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","1.88","$50.58M","2013","n/a","n/a","https://old.nasdaq.com/symbol/mie",
"RQI","Cohen & Steers Quality Income Realty Fund Inc.","11.26","$1.51B","2002","n/a","n/a","https://old.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers REIT and Preferred and Income Fund,","19.78","$941.18M","2003","n/a","n/a","https://old.nasdaq.com/symbol/rnp",
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","26.75","$321.26M","2010","n/a","n/a","https://old.nasdaq.com/symbol/psf",
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","12.78","$334.9M","1993","n/a","n/a","https://old.nasdaq.com/symbol/rfi",
"CFX","Colfax Corporation","33.72","$3.99B","2008","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfx",
"CFXA","Colfax Corporation","144.38","n/a","2019","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfxa",
"CL","Colgate-Palmolive Company","77.21","$66.2B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/cl",
"CXE","Colonial High Income Municipal Trust","4.82","$151.93M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.3","$44.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","9.5","$86.55M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","4.23","$119.82M","1987","n/a","n/a","https://old.nasdaq.com/symbol/cmu",
"CLA.U","Colonnade Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cla.u",
"CLNY","Colony Capital, Inc.","2.74","$1.32B","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clny",
"CLNY^G","Colony Capital, Inc.","21.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^g",
"CLNY^H","Colony Capital, Inc.","21.0999","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^h",
"CLNY^I","Colony Capital, Inc.","21.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^i",
"CLNY^J","Colony Capital, Inc.","21.079","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^j",
"CLNC","Colony Credit Real Estate, Inc.","5.86","$753.5M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clnc",
"CXP","Columbia Property Trust, Inc.","12.19","$1.4B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxp",
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","21.81","$346.91M","2009","n/a","n/a","https://old.nasdaq.com/symbol/stk",
"CCZ","Comcast Corporation","57.25","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/ccz",
"CMA","Comerica Incorporated","41.47","$5.77B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cma",
"FIX","Comfort Systems USA, Inc.","51.3","$1.87B","1997","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/fix",
"CMC","Commercial Metals Company","20.75","$2.47B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/cmc",
"CBU","Community Bank System, Inc.","62.42","$3.34B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbu",
"CYH","Community Health Systems, Inc.","5.14","$614.84M","2000","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/cyh",
"CHCT","Community Healthcare Trust Incorporated","47.52","$1.08B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chct",
"CIG","Comp En De Mn Cemig ADS","2.09","$3.3B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cig",
"CIG.C","Comp En De Mn Cemig ADS","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cig.c",
"CBD","Companhia Brasileira de Distribuicao","11.87","$3.18B","2020","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/cbd",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","9.09","$6.21B","2002","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","11.94","$3.27B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elp",
"CCU","Compania Cervecerias Unidas, S.A.","13.46","$2.49B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccu",
"CODI","Compass Diversified ","16.86","$1.09B","2006","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/codi",
"CODI^A","Compass Diversified ","22.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^a",
"CODI^B","Compass Diversified ","24.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^b",
"CODI^C","Compass Diversified ","24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^c",
"CMP","Compass Minerals International, Inc.","57.85","$1.96B","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cmp",
"CRK","Comstock Resources, Inc.","5.24","$1.22B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crk",
"CAG","ConAgra Brands, Inc.","37.13","$18.14B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cag",
"CXO","Concho Resources Inc.","50.65","$9.96B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cxo",
"CCM","Concord Medical Services Holdings Limited","2.1","$91.17M","2009","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/ccm",
"CNMD","CONMED Corporation","85.5","$2.44B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",
"COP","ConocoPhillips","35.86","$38.46B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cop",
"CCR","CONSOL Coal Resources LP","3.45","$95.53M","2015","Energy","Coal Mining","https://old.nasdaq.com/symbol/ccr",
"CEIX","CONSOL Energy Inc.","4.66","$121.32M","2017","Energy","Coal Mining","https://old.nasdaq.com/symbol/ceix",
"ED","Consolidated Edison Inc","73.04","$24.43B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ed",
"STZ","Constellation Brands Inc","191.52","$36.96B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/stz",
"STZ.B","Constellation Brands Inc","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stz.b",
"CSTM","Constellium SE","8.13","$1.12B","2013","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/cstm",
"TCS","Container Store (The)","4.06","$204.47M","2013","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/tcs",
"CLR","Continental Resources, Inc.","15.67","$5.72B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/clr",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","8.26","$822.39M","2013","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/vlrs",
"CTRA","Contura Energy, Inc.","4.04","$73.97M","2018","Energy","Coal Mining","https://old.nasdaq.com/symbol/ctra",
"CTB","Cooper Tire & Rubber Company","35.35","$1.78B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/ctb",
"CPS","Cooper-Standard Holdings Inc.","16.99","$287.07M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cps",
"CTK","CooTek (Cayman) Inc.","4.9","$302.85M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/ctk",
"CPA","Copa Holdings, S.A.","54.15","$2.29B","2005","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cpa",
"CLB","Core Laboratories N.V.","20.86","$927.94M","1995","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/clb",
"CXW","CoreCivic, Inc.","9.49","$1.14B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxw",
"CLGX","CoreLogic, Inc.","66.4","$5.28B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/clgx",
"CORR","CorEnergy Infrastructure Trust, Inc.","7.5","$102.39M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/corr",
"CORR^A","CorEnergy Infrastructure Trust, Inc.","17.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/corr^a",
"CPLG","CorePoint Lodging Inc.","5.78","$336.17M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cplg",
